,order,user_id,movie_id,recommend
821,822,u08651,m0492,FALSE
822,823,u08663,m0693,FALSE
823,824,u08669,m0062,FALSE
824,825,u08670,m1074,FALSE
825,826,u08674,m0523,FALSE
826,827,u08683,m1039,FALSE
827,828,u08717,m0217,FALSE
828,829,u08721,m0628,FALSE
829,830,u08730,m0509,FALSE
830,831,u08749,m1115,TRUE
831,832,u08758,m0028,FALSE
832,833,u08768,m0243,TRUE
833,834,u08783,m0082,TRUE
834,835,u08798,m0255,FALSE
835,836,u08804,m0619,TRUE
836,837,u08809,m0317,TRUE
837,838,u08815,m0319,FALSE
838,839,u08819,m1119,TRUE
839,840,u08820,m1045,TRUE
840,841,u08822,m0335,FALSE
841,842,u08825,m0589,TRUE
842,843,u08845,m0878,FALSE
843,844,u08847,m0621,FALSE
844,845,u08871,m0576,TRUE
845,846,u08879,m0359,FALSE
846,847,u08895,m0595,TRUE
847,848,u08902,m0034,FALSE
848,849,u08908,m0347,FALSE
849,850,u08911,m0600,FALSE
850,851,u08916,m0451,FALSE
851,852,u08920,m0600,FALSE
852,853,u08967,m0496,FALSE
853,854,u08972,m1033,FALSE
854,855,u08994,m1017,TRUE
855,856,u08999,m0513,TRUE
856,857,u09018,m0114,FALSE
857,858,u09022,m0330,TRUE
858,859,u09031,m0428,FALSE
859,860,u09040,m0488,FALSE
860,861,u09049,m0001,FALSE
861,862,u09058,m0269,FALSE
862,863,u09062,m0241,FALSE
863,864,u09064,m0871,FALSE
864,865,u09074,m1094,TRUE
865,866,u09080,m1081,FALSE
866,867,u09083,m0034,FALSE
867,868,u09087,m0700,FALSE
868,869,u09088,m0073,FALSE
869,870,u09090,m0009,FALSE
870,871,u09095,m0672,FALSE
871,872,u09109,m1059,FALSE
872,873,u09116,m0490,FALSE
873,874,u09119,m0752,FALSE
874,875,u09128,m0719,TRUE
875,876,u09135,m0327,TRUE
876,877,u09137,m0360,FALSE
877,878,u09146,m0335,FALSE
878,879,u09150,m0709,TRUE
879,880,u09163,m0095,FALSE
880,881,u09167,m0288,FALSE
881,882,u09172,m0571,FALSE
882,883,u09174,m0304,FALSE
883,884,u09185,m0643,TRUE
884,885,u09197,m0377,TRUE
885,886,u09198,m1069,TRUE
886,887,u09209,m0434,FALSE
887,888,u09224,m0641,FALSE
888,889,u09244,m0282,TRUE
889,890,u09258,m0001,TRUE
890,891,u09266,m0488,FALSE
891,892,u09269,m0808,TRUE
892,893,u09286,m0953,TRUE
893,894,u09294,m0179,TRUE
894,895,u09295,m0539,FALSE
895,896,u09299,m0572,FALSE
896,897,u09300,m0226,TRUE
897,898,u09301,m0499,FALSE
898,899,u09311,m0081,FALSE
899,900,u09313,m0734,FALSE
900,901,u09316,m0575,TRUE
901,902,u09336,m0993,TRUE
902,903,u09344,m0236,FALSE
903,904,u09348,m1101,FALSE
904,905,u09359,m0187,TRUE
905,906,u09360,m0513,TRUE
906,907,u09363,m0578,TRUE
907,908,u09377,m0495,FALSE
908,909,u09385,m0944,FALSE
909,910,u09391,m0322,TRUE
910,911,u09407,m1105,FALSE
911,912,u09416,m0217,FALSE
912,913,u09419,m0542,FALSE
913,914,u09421,m0984,FALSE
914,915,u09428,m0429,TRUE
915,916,u09437,m0979,FALSE
916,917,u09440,m0499,FALSE
917,918,u09442,m0573,FALSE
918,919,u09446,m0158,FALSE
919,920,u09456,m0829,TRUE
920,921,u09461,m0249,FALSE
921,922,u09482,m0431,TRUE
922,923,u09484,m0121,FALSE
923,924,u09493,m0350,FALSE
924,925,u09506,m0996,FALSE
925,926,u09508,m0031,FALSE
926,927,u09521,m1034,TRUE
927,928,u09523,m0423,FALSE
928,929,u09527,m0143,FALSE
929,930,u09534,m0077,FALSE
930,931,u09543,m0532,FALSE
931,932,u09547,m0579,FALSE
932,933,u09551,m0063,FALSE
933,934,u09552,m1105,FALSE
934,935,u09570,m0386,TRUE
935,936,u09574,m0027,FALSE
936,937,u09576,m1084,FALSE
937,938,u09579,m0940,TRUE
938,939,u09601,m0119,FALSE
939,940,u09602,m0388,TRUE
940,941,u09603,m0026,TRUE
941,942,u09616,m1056,TRUE
942,943,u09620,m0803,TRUE
943,944,u09633,m0489,FALSE
944,945,u09634,m0859,TRUE
945,946,u09651,m1013,TRUE
946,947,u09656,m0709,TRUE
947,948,u09679,m1012,FALSE
948,949,u09682,m0031,FALSE
949,950,u09688,m0596,FALSE
950,951,u09699,m0125,FALSE
951,952,u09703,m1000,TRUE
952,953,u09713,m0560,FALSE
953,954,u09742,m0347,FALSE
954,955,u09752,m0712,TRUE
955,956,u09754,m0375,FALSE
956,957,u09774,m1009,TRUE
957,958,u09786,m1089,FALSE
958,959,u09788,m0364,TRUE
959,960,u09794,m0545,FALSE
960,961,u09801,m1063,FALSE
961,962,u09811,m0439,FALSE
962,963,u09823,m0405,FALSE
963,964,u09833,m0789,FALSE
964,965,u09837,m0421,FALSE
965,966,u09838,m0789,FALSE
966,967,u09853,m0435,FALSE
967,968,u09872,m1105,FALSE
968,969,u09876,m1089,FALSE
969,970,u09890,m0835,FALSE
970,971,u09901,m0117,FALSE
971,972,u09908,m0353,FALSE
972,973,u09926,m0146,TRUE
973,974,u09935,m0411,FALSE
974,975,u09952,m0413,FALSE
975,976,u09959,m0793,FALSE
976,977,u09985,m0657,FALSE
977,978,u10011,m0224,FALSE
978,979,u10026,m0319,FALSE
979,980,u10029,m0026,FALSE
980,981,u10035,m0087,FALSE
981,982,u10059,m0215,TRUE
982,983,u10072,m0460,TRUE
983,984,u10101,m0957,TRUE
984,985,u10105,m0395,FALSE
985,986,u10124,m0157,FALSE
986,987,u10133,m1015,FALSE
987,988,u10148,m0591,TRUE
988,989,u10156,m0396,TRUE
989,990,u10160,m0596,FALSE
990,991,u10166,m0162,FALSE
991,992,u10175,m1028,FALSE
992,993,u10176,m0569,FALSE
993,994,u10205,m0083,TRUE
994,995,u10215,m0551,TRUE
995,996,u10220,m0153,TRUE
996,997,u10223,m0488,FALSE
997,998,u10230,m0931,TRUE
998,999,u10232,m0196,FALSE
999,1000,u10236,m0112,FALSE
